sentence,path
d darwin i yuran taneṣlit n tilmas,"common_voice_kab_18010166,common_voice_kab_18004046,common_voice_kab_17960995,common_voice_kab_18938904,common_voice_kab_18353191"
d dda brahem itt-yeṭṭfen,"common_voice_kab_18109498,common_voice_kab_18132634,common_voice_kab_18267047,common_voice_kab_17982051,common_voice_kab_18240906,common_voice_kab_18055590,common_voice_kab_18100784,common_voice_kab_17963405,common_voice_kab_18271868,common_voice_kab_18000023,common_voice_kab_18427126"
d ddeqqa-nni n tidet,"common_voice_kab_20258432,common_voice_kab_22402387,common_voice_kab_20730349,common_voice_kab_21691502,common_voice_kab_19322814"
d ddexla-k ta,"common_voice_kab_20979861,common_voice_kab_19394324,common_voice_kab_22195538,common_voice_kab_20575806"
d ddheb neɣ d lǧameɛ yettarran ddheb d imreddes,"common_voice_kab_19279218,common_voice_kab_20575264,common_voice_kab_19904156,common_voice_kab_20980251,common_voice_kab_22194929"
d ddin i yefkan talsa i txeṣṣaṛt,"common_voice_kab_33667732,common_voice_kab_33118063"
d ddin i yesseddawen amdan,"common_voice_kab_18306725,common_voice_kab_18638969,common_voice_kab_18438567,common_voice_kab_18812896,common_voice_kab_18422354"
d ddiq dagi fell-aɣ,"common_voice_kab_19082436,common_voice_kab_22418301,common_voice_kab_21729476,common_voice_kab_20740351,common_voice_kab_19119566"
d ddwa yettwaḥukkun deg umkan,"common_voice_kab_23610203,common_voice_kab_23405742"
d deɛwessu kan akked lekdeb i ssawalen,"common_voice_kab_24397266,common_voice_kab_28570491,common_voice_kab_24388977"
d di ccna,"common_voice_kab_17923660,common_voice_kab_18117476,common_voice_kab_18251070,common_voice_kab_18068866,common_voice_kab_17933840,common_voice_kab_18068581,common_voice_kab_18473141"
d dick ay d-yesnulfan tagrawt-nni,"common_voice_kab_33667752,common_voice_kab_33245639"
d dunnit i igan akka tuɛer tecbeḥ,"common_voice_kab_19875961,common_voice_kab_20972388,common_voice_kab_19259620,common_voice_kab_20572471"
d faruq kan i d ddwa-s,"common_voice_kab_22374767,common_voice_kab_19013401,common_voice_kab_19183207,common_voice_kab_19115443,common_voice_kab_21660206"
d fell-ak a meẓyan,"common_voice_kab_17928737,common_voice_kab_22355168,common_voice_kab_18074426,common_voice_kab_18041485,common_voice_kab_17929511"
d firefox ios i yebɣan ad yeldi app store,"common_voice_kab_17617101,common_voice_kab_17839239,common_voice_kab_17863593,common_voice_kab_17541441,common_voice_kab_17828208,common_voice_kab_18233148,common_voice_kab_17737753,common_voice_kab_17537729,common_voice_kab_18097483,common_voice_kab_18278829,common_voice_kab_17542490,common_voice_kab_17544768,common_voice_kab_17635419,common_voice_kab_17675681"
d foster ay yuran tizlit-a,"common_voice_kab_23115792,common_voice_kab_23341562"
d fransa i kem-ixedɛen,"common_voice_kab_22169579,common_voice_kab_20571532,common_voice_kab_20434462,common_voice_kab_20404134,common_voice_kab_20969424"
d fransa i yewwin tabuqalt n ddunit,"common_voice_kab_33335119,common_voice_kab_34747997"
d george ay sḍelmen ɣef lexṣara-nni,"common_voice_kab_33366742,common_voice_kab_33741055"
d gma,"common_voice_kab_20995445,common_voice_kab_22246493,common_voice_kab_19916116,common_voice_kab_19279254"
d gma mačči d baba,"common_voice_kab_20397020,common_voice_kab_21852738,common_voice_kab_20850928,common_voice_kab_20492989,common_voice_kab_20419053"
d gma-k wa,"common_voice_kab_22399072,common_voice_kab_22387838"
d gma-m wagi,"common_voice_kab_21852685,common_voice_kab_20810085,common_voice_kab_19464129,common_voice_kab_19383402,common_voice_kab_20493787"
d gma-s i as-ittabkamen imi s leqwanen n bessif,"common_voice_kab_24534106"
d gma-s i tt-yerran di rrif,"common_voice_kab_24488060,common_voice_kab_24535156"
d gma-s mhenni xalifi i as-yefkan afus n tallelt iwakken ad tt-tissin,"common_voice_kab_24331546"
d gma-s n yuba kečč,"common_voice_kab_20405185,common_voice_kab_20434755,common_voice_kab_22214014"
d hilisa i yebnan qerṭaj,"common_voice_kab_20575432,common_voice_kab_19526835,common_voice_kab_20972393,common_voice_kab_19875901,common_voice_kab_22171256"
d i acemma,"common_voice_kab_22376251,common_voice_kab_19515084,common_voice_kab_21665845,common_voice_kab_20231029,common_voice_kab_20729521"
d i d asefrak n teɣṛemt,"common_voice_kab_23605396,common_voice_kab_23395472"
d i sin,"common_voice_kab_19254217,common_voice_kab_22150041,common_voice_kab_19861795,common_voice_kab_20564956"
d i telliḍ,"common_voice_kab_21954885,common_voice_kab_20940449,common_voice_kab_19002123,common_voice_kab_19147585,common_voice_kab_19032082"
d ibawen-iw i ittewwan,"common_voice_kab_21047278,common_voice_kab_19072349,common_voice_kab_19184378,common_voice_kab_22250762,common_voice_kab_19102870"
d ibaḥanen yimecṭaḥ-nni i yesseklasen deg common,"common_voice_kab_20867464,common_voice_kab_21864430,common_voice_kab_19454790,common_voice_kab_19199306,common_voice_kab_20501007"
d ibehlulen i tellam,"common_voice_kab_20868060,common_voice_kab_20825187,common_voice_kab_22246459,common_voice_kab_21000514,common_voice_kab_20838594"
d ibelqecciḍen kan i d-mazal din,"common_voice_kab_21729315,common_voice_kab_20742482,common_voice_kab_19116527,common_voice_kab_22415254,common_voice_kab_19014744"
d iberdan n ṛṛeḥma akked nnṣaḥa,"common_voice_kab_24413094,common_voice_kab_24230131"
d ibexxuyen anda teqqleḍ,"common_voice_kab_23370335,common_voice_kab_22920290"
d ibeṛṛaniyen,"common_voice_kab_20634651,common_voice_kab_19405229,common_voice_kab_20088087,common_voice_kab_21089276,common_voice_kab_22278887"
d icacfalen kan i izemren ad awḍen ar ucacfal fiḥel,"common_voice_kab_18278024,common_voice_kab_18260783,common_voice_kab_18302942,common_voice_kab_18427103,common_voice_kab_18276720,common_voice_kab_18059081,common_voice_kab_17990158,common_voice_kab_18240735,common_voice_kab_18145417,common_voice_kab_17893350"
d icawranen ur nudir ara tudert akken i tt-ttidiren yilmeẓyen di tmura-nniḍen,"common_voice_kab_17579751,common_voice_kab_17528851,common_voice_kab_17641646,common_voice_kab_17522762,common_voice_kab_17520715,common_voice_kab_17712243,common_voice_kab_17654791,common_voice_kab_17660983,common_voice_kab_18485966,common_voice_kab_17700888,common_voice_kab_17578624,common_voice_kab_18303109,common_voice_kab_17917921,common_voice_kab_18132103,common_voice_kab_18280445,common_voice_kab_17522874,common_voice_kab_17669647,common_voice_kab_18813280,common_voice_kab_18010735,common_voice_kab_17564075,common_voice_kab_17580403,common_voice_kab_17687736,common_voice_kab_17933851,common_voice_kab_17547504"
d icercuren n tidi i ten-id-yeccfen,"common_voice_kab_24712437"
d icerrig,"common_voice_kab_20946286,common_voice_kab_19094414,common_voice_kab_22037452,common_voice_kab_19063815,common_voice_kab_19178051"
d icriken i nella,"common_voice_kab_20728242,common_voice_kab_20231063,common_voice_kab_20728246,common_voice_kab_19515458,common_voice_kab_22400523"
d idammen i yuzzlen ara ɣ-yezzmen,"common_voice_kab_20886017,common_voice_kab_21880285,common_voice_kab_18998904,common_voice_kab_19141466"
d idammen n warrac-nsen akked tullas-nsen,"common_voice_kab_24227080"
d idammen-ik i d lhemm-ik,"common_voice_kab_18673205,common_voice_kab_18683140,common_voice_kab_18989374,common_voice_kab_18702038,common_voice_kab_18797625"
d idammen-ik i lhemm-ik,"common_voice_kab_19089103,common_voice_kab_20972956,common_voice_kab_22156193,common_voice_kab_19182056,common_voice_kab_22149538,common_voice_kab_19063866"
d iderɣalen i tellam,"common_voice_kab_20867648,common_voice_kab_22410762,common_voice_kab_21714295,common_voice_kab_20832751"
d idlisen i d-ittaken tafat n tmussni,"common_voice_kab_18032854,common_voice_kab_18027346,common_voice_kab_18102491,common_voice_kab_18068324,common_voice_kab_18487400,common_voice_kab_18078652,common_voice_kab_17894552"
d idlisen-ik,"common_voice_kab_23639054,common_voice_kab_23426656"
d idrimen ay iḥekmen da,"common_voice_kab_22746181,common_voice_kab_22739454"
d idrimen i d tamentilt n merra iɣeblan yellan deg umaḍal,"common_voice_kab_18639248,common_voice_kab_18586759,common_voice_kab_18606162"
d idrimen i k-id-yewwin ar ɣur-i,"common_voice_kab_34899181,common_voice_kab_33133116"
d idrimen i k-id-yewwin ar ɣur-s,"common_voice_kab_33180300,common_voice_kab_32873895"
d idrimen i k-id-yewwin ar ɣur-sent,"common_voice_kab_35113477,common_voice_kab_33366997"
d idrimen i kent-id-yewwin ar ɣur-i,"common_voice_kab_33388853,common_voice_kab_36052617"
d idrimen i kent-id-yewwin ar ɣur-s,"common_voice_kab_33366750,common_voice_kab_34924977"
d idrimen kan ay bɣan,"common_voice_kab_20834377,common_voice_kab_22376295,common_voice_kab_20842857,common_voice_kab_21662206,common_voice_kab_20872301"
d idrimen kan ay bɣant,"common_voice_kab_21892235,common_voice_kab_21869393,common_voice_kab_21820078,common_voice_kab_21840029,common_voice_kab_22290872"
d idrimen kan ay nebɣa,"common_voice_kab_21818365,common_voice_kab_21901447,common_voice_kab_21867854,common_voice_kab_21840956,common_voice_kab_21869410"
d idrimen kan ay tebɣa,"common_voice_kab_22366346,common_voice_kab_21868281,common_voice_kab_21849889,common_voice_kab_21829582,common_voice_kab_21895191"
d idrimen kan ay tebɣam,"common_voice_kab_22746707,common_voice_kab_22748084,common_voice_kab_22732992"
d idrimen kan ay tebɣamt,"common_voice_kab_22937638,common_voice_kab_23349747"
d idrimen kan ay yebɣa,"common_voice_kab_21829547,common_voice_kab_21844827,common_voice_kab_22251328,common_voice_kab_21874765,common_voice_kab_21864800"
d idrimen kan ay yebɣa sliman u saɛid waɛmaṛ u muḥ,"common_voice_kab_23137056,common_voice_kab_23343742"
d idrimen kan i d ṣṣeḥ tura,"common_voice_kab_18041487,common_voice_kab_18991893,common_voice_kab_18489567,common_voice_kab_23351256,common_voice_kab_23139821,common_voice_kab_17935435,common_voice_kab_17912534"
d idɣaɣen,"common_voice_kab_22389817,common_voice_kab_22380855"
d ifadden n wuffal,"common_voice_kab_19135270,common_voice_kab_19186310,common_voice_kab_19085107,common_voice_kab_19047640,common_voice_kab_21801922,common_voice_kab_22479521"
d ifalkayen,"common_voice_kab_23160668,common_voice_kab_23343585"
d ifassen n umdan i ten-ixedmen,"common_voice_kab_28707037,common_voice_kab_24302133,common_voice_kab_24303251"
d ifassen n wefṛux i tesɛa,"common_voice_kab_18833871,common_voice_kab_18902537,common_voice_kab_18842904,common_voice_kab_18863204,common_voice_kab_18866428,common_voice_kab_22546854"
d ifassen n wefṛux i yesɛa,"common_voice_kab_18834409,common_voice_kab_18899528,common_voice_kab_18867841,common_voice_kab_18846462,common_voice_kab_18907603"
d ifassen yumsen i d-yettḥellin aɣrum azedgan,"common_voice_kab_19298024,common_voice_kab_22337389,common_voice_kab_20687475,common_voice_kab_21569198,common_voice_kab_20196111"
d ifassen yumsen i d-yettḥellin aɣrum azedyan,"common_voice_kab_22177196,common_voice_kab_20559878,common_voice_kab_20967840,common_voice_kab_19873682,common_voice_kab_22171068,common_voice_kab_19236428"
d ifassen-ik i y-imeslen i y-isseǧhaden,"common_voice_kab_24252373,common_voice_kab_24418872"
d ifelfel atunsi,"common_voice_kab_19002181,common_voice_kab_21933091,common_voice_kab_19167605,common_voice_kab_20942039,common_voice_kab_19028191"
d iflu ur nettseqqi,"common_voice_kab_19064045,common_voice_kab_19085225,common_voice_kab_20805912,common_voice_kab_22699152,common_voice_kab_21850345,common_voice_kab_19135651"
d ifransisen kenwi,"common_voice_kab_22292896,common_voice_kab_20657206,common_voice_kab_20123934,common_voice_kab_21110021,common_voice_kab_19567588"
d ifṛax,"common_voice_kab_22205783,common_voice_kab_19278549,common_voice_kab_19901853,common_voice_kab_20591416,common_voice_kab_20985158"
d igarfiwen i tt-izedɣen,"common_voice_kab_19110450,common_voice_kab_21604614,common_voice_kab_19075692,common_voice_kab_20705527,common_voice_kab_22352156,common_voice_kab_22352137"
d igellil armi d iɣes,"common_voice_kab_20839575,common_voice_kab_22465103,common_voice_kab_20869412,common_voice_kab_21783902,common_voice_kab_20855545,common_voice_kab_20814397"
d igellilen armi d iɣes,"common_voice_kab_22948531,common_voice_kab_23360345"
d igerrujen yeffren,"common_voice_kab_18043297,common_voice_kab_17945325,common_voice_kab_18596687,common_voice_kab_17984104,common_voice_kab_17919219,common_voice_kab_22479464"
d igiman ay yemmuten deg japun,"common_voice_kab_23671469,common_voice_kab_23575992"
d igiman n medden ay yemmuten,"common_voice_kab_23620273,common_voice_kab_23411681"
d igiman n tsednan ay d-yusan,"common_voice_kab_23849185,common_voice_kab_23558289"
d igiman n yidlisen ay yenzan,"common_voice_kab_23946109,common_voice_kab_23590190"
d igiman n yisura ay iwala,"common_voice_kab_23364259,common_voice_kab_23215043"
d igiman n yixxamen ay idermen,"common_voice_kab_23638862,common_voice_kab_23419943"
d igmir igenni ad t-nerr,"common_voice_kab_20033366,common_voice_kab_20639282,common_voice_kab_21085301,common_voice_kab_22276503"
d igrudan i tellam,"common_voice_kab_20633573,common_voice_kab_21088930,common_voice_kab_20407258,common_voice_kab_20439961,common_voice_kab_22277202"
d iheṛcawanen d aḥercawan d ḥercaw d iḥercawen,"common_voice_kab_17585136,common_voice_kab_17799891,common_voice_kab_17529084,common_voice_kab_17690292,common_voice_kab_17535255,common_voice_kab_18276887,common_voice_kab_17578921,common_voice_kab_18059412,common_voice_kab_18260855,common_voice_kab_17648501,common_voice_kab_17530972,common_voice_kab_17682539,common_voice_kab_18433199,common_voice_kab_18278043,common_voice_kab_17575874,common_voice_kab_17817827"
d ijapuniyen,"common_voice_kab_19378693,common_voice_kab_21841495,common_voice_kab_20805625,common_voice_kab_20487754,common_voice_kab_19454623,common_voice_kab_22640605"
d ijapuniyen i tellam,"common_voice_kab_22339277,common_voice_kab_21570022,common_voice_kab_20899916,common_voice_kab_20916411,common_voice_kab_20900843"
d ijdiden,"common_voice_kab_18846574,common_voice_kab_18869982,common_voice_kab_22468407,common_voice_kab_18837748,common_voice_kab_24276701,common_voice_kab_18861464,common_voice_kab_18900318"
d ijdiden kunwi,"common_voice_kab_21108732,common_voice_kab_22294917,common_voice_kab_19045701,common_voice_kab_19008095,common_voice_kab_19186613"
d ijmuyaɛ i asen-yebḍan taferka i d-yeǧǧa baba-tsen,"common_voice_kab_18196452,common_voice_kab_18245796,common_voice_kab_18938974,common_voice_kab_18439605"
d ikanadiyen i tellam,"common_voice_kab_20929312,common_voice_kab_20903416,common_voice_kab_20920992,common_voice_kab_20901239,common_voice_kab_22699111,common_voice_kab_21850394"
d ikaṭuliyen i tellam,"common_voice_kab_22132808,common_voice_kab_20921057,common_voice_kab_20901418,common_voice_kab_20958312,common_voice_kab_20903473"
d ikeddaben ur d ineɣmasen,"common_voice_kab_21791098,common_voice_kab_22464742,common_voice_kab_20771264,common_voice_kab_19058270,common_voice_kab_19140605,common_voice_kab_19082203"
d ikemlanen,"common_voice_kab_19436927,common_voice_kab_22450480,common_voice_kab_21766912,common_voice_kab_20340808,common_voice_kab_19372189,common_voice_kab_20759320"
d ikɛeb,"common_voice_kab_19782164,common_voice_kab_19550901,common_voice_kab_22465594,common_voice_kab_21770935,common_voice_kab_20342864,common_voice_kab_20761156"
d ilaw wannect-a merra,"common_voice_kab_21564192,common_voice_kab_19072624,common_voice_kab_20685671,common_voice_kab_22338592,common_voice_kab_19110176"
d ilef iḥizi,"common_voice_kab_18037175,common_voice_kab_18517018,common_voice_kab_17921557,common_voice_kab_17938694,common_voice_kab_22350480"
d ilemẓi-nni i teǧǧa kahina ɣef yidra-w,"common_voice_kab_22336315,common_voice_kab_21280047,common_voice_kab_20174028,common_voice_kab_20678138,common_voice_kab_19294102"
d iles ixeddɛen,"common_voice_kab_24455959,common_voice_kab_24176808"
d iles-nsen i d ssebba n uɣelluy-nsen,"common_voice_kab_24422274,common_voice_kab_24206312"
d ilew i d aɣersiw meqqren akk deg ayen iteddun ɣef lqaɛa,"common_voice_kab_21731959,common_voice_kab_22422405,common_voice_kab_19176707,common_voice_kab_19121228,common_voice_kab_19016817"
d ilfan i iɛeddan syinna,"common_voice_kab_19315929,common_voice_kab_20230428,common_voice_kab_21657961,common_voice_kab_22373114,common_voice_kab_20723552"
d illi,"common_voice_kab_21886660,common_voice_kab_20353459,common_voice_kab_20505693,common_voice_kab_20384633,common_voice_kab_20887227"
d illu ara t-id-issefrun akken ilaq i ferɛun,"common_voice_kab_19079041,common_voice_kab_19107966,common_voice_kab_22345933,common_voice_kab_20698690,common_voice_kab_21583687"
d illu i d taseddarit-nneɣ i d lǧehd-nneɣ,"common_voice_kab_24226189"
d illu n baba-k ara k-yilin d amɛiwen,"common_voice_kab_19082109,common_voice_kab_19146153,common_voice_kab_22348558,common_voice_kab_20699886,common_voice_kab_21602299"
d illu-iw ad k-cekkreɣ,"common_voice_kab_24564606,common_voice_kab_24362678"
d illu-iw iɣef ttekleɣ,"common_voice_kab_24153276,common_voice_kab_24398480"
d ilmeẓi i d-yefkan ayen iwumi yezmer i tɣiwant-is ulac win ur d-nettader ara isem-is,"common_voice_kab_23723333,common_voice_kab_23719658,common_voice_kab_23991566"
d imaggaden kan ay llan,"common_voice_kab_22739543,common_voice_kab_22751412"
d imaggaden kan ay tellam,"common_voice_kab_22973339,common_voice_kab_22920275"
